// Note : 키(ID)와 내용은 반드시 탭으로 구분되어야 합니다.
//
IN_000_000	Swords [Dex]
IN_193_080	Colorful Girlhood Cloth(30D)
IN_193_081	Colorful Girlhood Pants(30D)
IN_193_082	Colorful Girlhood Shoes(30D)
IN_193_083	Rainbow Girlhood Box(30D)
IN_193_084	Rainbow Girlhood Cloth(30D)
IN_193_085	Rainbow Girlhood Pants(30D)
IN_193_086	Rainbow Girlhood Shoes(30D)
IN_193_087	Cool Girlhood Box(30D)
IN_193_088	Cool Girlhood Cloth(30D)
IN_193_089	Cool Girlhood Pants(30D)
IN_193_090	Cool Girlhood Hat(30D)
IN_193_091	Exorcist
IN_193_092	Exorcist Box(M)(30D)
IN_193_093	Exorcist Cloth(M)(30D)
IN_193_094	Exorcist Pants(M)(30D)
IN_193_095	Exorcist Shoes(M)(30D)
IN_193_096	Exorcist Glove(M)(30D)
IN_193_097	Exorcist Box(F)(30D)
IN_193_098	Exorcist Cloth(F)(30D)
IN_193_099	Exorcist Skirt(F)(30D)
IN_193_100	Exorcist Shoes(F)(30D)
IN_193_101	Exorcist Glove(F)(30D)
IN_200_000	GT
IN_200_001	GT_kum
IN_200_002	GT_do
IN_200_003	GT_kkum
IN_200_004	GT_kyun
IN_200_005	GT_kyun
IN_200_006	GT_kkyun
IN_200_007	GT_kung
IN_200_008	GT_kkung
IN_200_009	GT_kkkung
IN_200_010	GT_chang
IN_200_011	GT_jang
IN_200_012	GT_Jacket
IN_200_111	GT_Philippine_Cap
IN_200_112	GT_Philippine_Jacket
IN_200_113	GT_Philippine_Pants
IN_200_114	GT_Philippine_Shoes
IN_200_115	GT_Philippines_Uniform
IN_200_131	Rapid Soul Crasher
IN_200_132	Mighty Soul Crasher
IN_200_133	Illusion Soul Crasher
IN_200_134	Rapid Beast Blaster
IN_200_135	Mighty Beast Blaster
IN_200_136	Illusion Beast Blaster
IN_200_137	Rapid Dark Sniper
IN_200_138	Mighty Dark Sniper
IN_200_139	Illusion Dark Sniper
IN_200_140	Mighty Shadow Breaker
IN_200_141	Illusion Shadow Breaker
IN_200_151	ExtremeBeauty_Earing
IN_200_152	ExtremeBeauty_Jacket
IN_200_153	ExtremeBeauty_Skirt
IN_200_154	ExtremeBeauty_Shoes
IN_200_155	ExtremeBeauty_Ribbon
IN_200_156	ExtremeBeauty_Glass
IN_200_157	ExtremeBeauty_Jacket
IN_200_158	ExtremeBeauty_Pants
IN_200_159	ExtremeBeauty_Shoes
IN_200_160	ExtremeBeauty_WatchHand
IN_200_161	ExtremeBeauty_Girl
IN_200_162	ExtremeBeauty_Boy
IN_231_000	Costume
IN_231_001	 
IN_231_002	 
IN_231_003	 
IN_231_004	 
IN_231_005	 
IN_231_006	 
IN_231_007	 
IN_231_008	 
IN_231_009	 
IN_231_010	 
IN_231_011	 
IN_231_012	 
IN_231_013	 
IN_231_014	 
IN_231_015	 
IN_231_016	 
IN_231_017	 
IN_231_018	 
IN_231_019	 
IN_231_020	 
IN_231_021	 
IN_231_022	 
IN_231_023	 
IN_231_024	 
IN_231_025	 
IN_231_026	 
IN_231_027	 
IN_231_028	 
IN_231_029	Temp
IN_231_030	Appealing Style (M) A Set(30D)
IN_231_031	Appealing Style (M) A (Top)(30D)
IN_231_032	Appealing Style (M) A (Bottom)(30D)
IN_231_033	Appealing Style (M) A (Shoes)(30D)
IN_231_034	Appealing Style (M) B Set(30D)
IN_231_035	Appealing Style (M) B (Top)(30D)
IN_231_036	Appealing Style (M) B (Bottom)(30D)
IN_231_037	Appealing Style (M) B (Shoes)(30D)
IN_231_038	Appealing Style (M) C Set(30D)
IN_231_039	Appealing Style (M) C (Top)(30D)
IN_231_040	Appealing Style (M) C (Bottom)(30D)
IN_231_041	Appealing Style (M) C (Shoes)(30D)
IN_231_042	Appealing Style (F) A Set(30D)
IN_231_043	Appealing Style (F) A (Top)(30D)
IN_231_044	Appealing Style (F) A (Bottom)(30D)
IN_231_045	Appealing Style (F) A (Shoes)(30D)
IN_231_046	Appealing Style (F) B Set(30D)
IN_231_047	Appealing Style (F) B (Top)(30D)
IN_231_048	Appealing Style (F) B (Bottom)(30D)
IN_231_049	Appealing Style (F) B (Shoes)(30D)
IN_231_050	Appealing Style (F) C Set(30D)
IN_231_051	Appealing Style (F) C (Top)(30D)
IN_231_052	Appealing Style (F) C (Bottom)(30D)
IN_231_053	Appealing Style (F) C (Shoes)(30D)
IN_231_054	Party Suit (M) A Set(30D)
IN_231_055	Party Suit (M) A (Top)(30D)
IN_231_056	Party Suit (M) A (Bottom)(30D)
IN_231_057	Party Suit (M) A (Shoes)(30D)
IN_231_058	Party Suit (M) B Set(30D)
IN_231_059	Party Suit (M) B (Top)(30D)
IN_231_060	Party Suit (M) B (Bottom)(30D)
IN_231_061	Party Suit (M) B (Shoes)(30D)
IN_231_062	Party Suit (M) C Set(30D)
IN_231_063	Party Suit (M) C (Top)(30D)
IN_231_064	Party Suit (M) C (Bottom)(30D)
IN_231_065	Party Suit (M) C (Shoes)(30D)
IN_231_066	Party Dress (F) A Set(30D)
IN_231_067	Party Dress (F) A (Top)(30D)
IN_231_068	Party Dress (F) A (Bottom)(30D)
IN_231_069	Party Dress (F) A (Shoes)(30D)
IN_231_070	Party Dress (F) B Set(30D)
IN_231_071	Party Dress (F) B (Top)(30D)
IN_231_072	Party Dress (F) B (Bottom)(30D)
IN_231_073	Party Dress (F) B (Shoes)(30D)
IN_231_074	Party Dress (F) C Set(30D)
IN_231_075	Party Dress (F) C (Top)(30D)
IN_231_076	Party Dress (F) C (Bottom)(30D)
IN_231_077	Party Dress (F) C (Shoes)(30D)
IN_231_078	Temp
IN_231_079	Temp
IN_231_080	Classical Vest Set(30D)
IN_231_081	Classical Vest (Top)(30D)
IN_231_082	Slim Fit Cotton Pants (Bottom)(30D)
IN_231_083	Basic White Shoes (Shoes)(30D)
IN_231_084	Modern Vest Set(30D)
IN_231_085	Modern Vest (Top)(30D)
IN_231_086	Slim Fit Denim Pants (Bottom)(30D)
IN_231_087	Basic Black Shoes (Shoes)(30D)
IN_231_088	Bolero Set(30D)
IN_231_089	White Bolero (Top)(30D)
IN_231_090	Cotton Tulip Skirt (Bottom)(30D)
IN_231_091	White Strap Shoes (Shoes)(30D)
IN_231_092	Frill Set(30D)
IN_231_093	Vanilla Frill Blouse (Top)(30D)
IN_231_094	Frill Skirt (Bottom)(30D)
IN_231_095	Black Strap Shoes (Shoes)(30D)
IN_231_096	Sparkling Skull(30D)
IN_231_097	Crystal Skull(30D)
IN_231_098	Onyx Skull(30D)
IN_231_099	Ring Drop Chain(30D)
IN_231_100	Crystal Skull II(30D)
IN_231_101	Ruby Wing(30D)
IN_231_102	Dark Dragon(30D)
IN_231_103	Dark Red Crystal(30D)
IN_231_104	Light Blue(30D)
IN_231_105	Silver Crystal(30D)
IN_231_106	Gold Brown Crystal(30D)
IN_231_107	Yellow Purple(30D)
IN_231_108	Blue Dots(30D)
IN_231_109	Pure Yellow(30D)
IN_231_110	Black Snow(30D)
IN_231_111	Red Crystal(30D)
IN_231_112	Green Crystal(30D)
IN_231_113	Smiley Family(30D)
IN_231_114	Gold Queen(30D)
IN_231_115	Amadeus(30D)
IN_231_116	Natural Half Tie(30D)
IN_231_117	Helmet Cut(30D)
IN_231_118	Layered Mushroom(30D)
IN_231_119	Shadow Perm(30D)
IN_231_120	Semi Mohican(30D)
IN_231_121	Wolf Layer Cut(30D)
IN_231_122	Dandy Cut(30D)
IN_231_123	Sweet Pony Tail(30D)
IN_231_124	Pinup Style(30D)
IN_231_125	Lofty Cut(30D)
IN_231_126	Bubbly Baby(30D)
IN_231_127	Old School Iron Perm(30D)
IN_231_128	Crown Style(30D)
IN_231_129	Blonde Shadow Perm(30D)
IN_231_130	Wedding Style(30D)
IN_231_131	Ribbon Style(30D)
IN_231_132	2011_NewYear_Event
IN_231_133	Nobleness Package [30D]
IN_231_134	Nobleness Hair [30D]
IN_231_135	Nobleness Top [30D]
IN_231_136	Nobleness Bottom [30D]
IN_231_137	Nobleness Shoes [30D]
IN_240_000	CDM
IN_240_001	Victory Medal for Winner
IN_240_002	Victory Medal for Runner Up
IN_240_003	Victory Medal for 3rd Place
IN_240_004	Order of Merit
IN_240_005	1st CDM box (Brawler)
IN_240_006	Brawler's Exceptional Osteal Uniform (Top) (Dex+)
IN_240_007	Brawler's Exceptional Osteal Uniform (Pants) (Dex+)
IN_240_008	Brawler's Exceptional Osteal Shoes (Dex+)
IN_240_009	Brawler's Exceptional Osteal Gloves (Dex+)
IN_240_010	1st CDM box (Swordsman)
IN_240_011	Swordsman's Exceptional Osteal Vest (Dex+)
IN_240_012	Swordsman's Exceptional Osteal Pants (Dex+)
IN_240_013	Swordsman's Exceptional Osteal Shoes (Dex+)
IN_240_014	Swordsman's Exceptional Osteal Gloves (Dex+)
IN_240_015	1st CDM box (Archer)
IN_240_016	Archer's Exceptional Osteal Top (Dex+)
IN_240_017	Archer's Exceptional Osteal Pants (Dex+)
IN_240_018	Archer's Exceptional Osteal Boots (Dex+)
IN_240_019	Archer's Exceptional Osteal Gloves (Dex+)
IN_240_020	1st CDM box (Shaman)
IN_240_021	Shaman's Exceptional Osteal Top (Dex+)
IN_240_022	Shaman's Exceptional Osteal Pants (Dex+)
IN_240_023	Shaman's Exceptional Osteal Boots (Dex+)
IN_240_024	Shaman's Exceptional Osteal Gloves (Dex+)
IN_240_025	2nd CDM box (Brawler)
IN_240_026	2nd CDM box (Swordsman)
IN_240_027	2nd CDM box (Archer)
IN_240_028	2nd CDM box (Shaman)
IN_240_029	3nd CDM box (Brawler Boots)
IN_240_030	3nd CDM box (Swordsman Boots)
IN_240_031	3nd CDM box (Archer Boots)
IN_240_032	3nd CDM box (Shaman Boots)
IN_240_033	3nd CDM box (Brawler Gloves)
IN_240_034	3nd CDM box (Swordsman Gloves)
IN_240_035	3nd CDM box (Archer Gloves)
IN_240_036	3nd CDM box (Shaman Gloves)
IN_240_037	Protection Potion Box [2]
IN_240_038	Protection Potion Box [3]
IN_240_039	Burr Box [2]
IN_240_040	Burr Box [3]
IN_240_041	Reform Card
IN_240_042	Royal Rumble 1st Reward
IN_240_043	Royal Rumble 2nd Reward
IN_240_044	Royal Rumble 3rd Reward
IN_240_050	Victory Medal for Winner
IN_240_051	Victory Medal for Runner Up
IN_240_052	Victory Medal for 3rd Place
IN_240_053	4rd Order of Merit.
IN_240_054	5rd Order of Merit.
IN_240_055	6rd Order of Merit.
IN_240_056	7rd Order of Merit.
IN_240_057	8rd Order of Merit.
IN_240_058	9rd Order of Merit.
IN_240_059	10rd Order of Merit.
IN_240_060	1st CDM box (Brawler)
IN_240_061	Brawler's Exceptional Osteal Uniform (Top) (Dex+)
IN_240_062	Brawler's Exceptional Osteal Uniform (Pants) (Dex+)
IN_240_063	Brawler's Exceptional Osteal Shoes (Dex+)
IN_240_064	Brawler's Exceptional Osteal Gloves (Dex+)
IN_240_065	1st CDM box (Swordsman)
IN_240_066	Swordsman's Exceptional Osteal Vest (Dex+)
IN_240_067	Swordsman's Exceptional Osteal Pants (Dex+)
IN_240_068	Swordsman's Exceptional Osteal Shoes (Dex+)
IN_240_069	Swordsman's Exceptional Osteal Gloves (Dex+)
IN_240_070	1st CDM box (Archer)
IN_240_071	Archer's Exceptional Osteal Top (Dex+)
IN_240_072	Archer's Exceptional Osteal Pants (Dex+)
IN_240_073	Archer's Exceptional Osteal Boots (Dex+)
IN_240_074	Archer's Exceptional Osteal Gloves (Dex+)
IN_240_075	1st CDM box (Shaman)
IN_240_076	Shaman's Exceptional Osteal Top (Dex+)
IN_240_077	Shaman's Exceptional Osteal Pants (Dex+)
IN_240_078	Shaman's Exceptional Osteal Boots (Dex+)
IN_240_079	Shaman's Exceptional Osteal Gloves (Dex+)
IN_240_080	2nd CDM box (Brawler)
IN_240_081	2nd CDM box (Swordsman)
IN_240_082	2nd CDM box (Archer)
IN_240_083	2nd CDM box (Shaman)
IN_240_084	3nd CDM box (Brawler)
IN_240_085	3nd CDM box (Swordsman)
IN_240_086	3nd CDM box (Archer)
IN_240_087	3nd CDM box (Shaman)
IN_240_088	4th CDM RandomBox
IN_240_089	5th CDM RandomBox
IN_240_090	6th CDM RandomBox
IN_240_091	7th CDM RandomBox
IN_240_092	8th CDM RandomBox
IN_240_093	9th CDM RandomBox
IN_240_094	10th CDM RandomBox
IN_240_095	Fine Burr Box [7]
IN_240_096	Fine Burr Box [6]
IN_240_097	Fine Burr Box [5]
IN_240_098	Fine Burr Box [4]
IN_240_099	Fine Burr Box [3]
IN_240_100	Fine Burr Box [2]
IN_240_101	Luxury Protection Potion Box [7]
IN_240_102	Luxury Protection Potion Box [6]
IN_240_103	Luxury Protection Potion Box [5]
IN_240_104	Luxury Protection Potion Box [4]
IN_240_105	Luxury Protection Potion Box [3]
IN_240_106	Luxury Protection Potion Box [2]
IN_240_107	Burr Box [18]
IN_240_108	Burr Box [16]
IN_240_109	Burr Box [14]
IN_240_110	Burr Box [13]
IN_240_111	Burr Box [12]
IN_240_112	Burr Box [11]
IN_240_113	Burr Box [9]
IN_240_114	Burr Box [8]
IN_240_115	Burr Box [7]
IN_240_116	Protection Potion Box [18]
IN_240_117	Protection Potion Box [16]
IN_240_118	Protection Potion Box [14]
IN_240_119	Protection Potion Box [13]
IN_240_120	Protection Potion Box [12]
IN_240_121	Protection Potion Box [11]
IN_240_122	Protection Potion Box [9]
IN_240_123	Protection Potion Box [8]
IN_240_124	Protection Potion Box [7]
IN_240_125	1st CDM box [Scientist]
IN_240_126	Scientist's Exceptional Osteal Top (Dex+)
IN_240_127	Scientist's Exceptional Osteal Pants (Dex+)
IN_240_128	Scientist's Exceptional Osteal Shoes (Dex+)
IN_240_129	Scientist's Exceptional Osteal Glove (Dex+)
IN_240_130	2nd CDM Box [Scientist]
IN_240_131	3rd CDM Box [Scientist]
IN_240_132	1st CDM Box [Assassin]
IN_240_133	Assassin's Exceptional Osteal Top (Dex+)
IN_240_134	Assassin's Exceptional Osteal Pants (Dex+)
IN_240_135	Assassin's Exceptional Osteal Shoes (Dex+)
IN_240_136	Assassin's Exceptional Osteal Glove (Dex+)
IN_240_137	2nd CDM Box [Assassin]
IN_240_138	3rd CDM Box [Assassin]
IN_240_139	Special Earrings
IN_240_140	4th CDM box(Brawler)
IN_240_141	4th CDM box(Swordsman)
IN_240_142	4th CDM box(Archer)
IN_240_143	4th CDM box(Shaman)
IN_240_144	4th CDM box(Scientist)
IN_240_145	4th CDM box(Assassin)
IN_240_146	CDM Honor Awards
IN_240_147	Special Engrave Costume Set (Brawler)(15p)(1D)
IN_240_148	Special Engrave Lodge (Top)[C]
IN_240_149	Special Engrave Lodge (Bottom)[C]
IN_240_150	Special Engrave Linear Shoes[C]
IN_240_151	Special Engrave Glove[C]
IN_240_152	Special Engrave Costume Set (Swordsman)(15p)(1D)
IN_240_153	Special Engrave Inspect (Top)[C]
IN_240_154	Special Engrave Inspect (Bottom)[C]
IN_240_155	Special Engrave Inspect Shoes[C]
IN_240_156	Special Engrave Inspect Glove[C]
IN_240_157	Special Engrave Costume Set (Archer)(15p)(1D)
IN_240_158	Special Engrave Archer (Top)[C]
IN_240_159	Special Engrave Archer (Bottom)[C]
IN_240_160	Special Engrave Archer Shoes[C]
IN_240_161	Special Engrave Archer Glove[C]
IN_240_162	Special Engrave Costume Set (Shaman)(15p)(1D)
IN_240_163	Special Engrave Frock (Top)[C]
IN_240_164	Special Engrave Frock (Bottom)[C]
IN_240_165	Special Engrave Shaman Shoes[C]
IN_240_166	Special Engrave Shaman Glove[C]
IN_240_167	Special Engrave Costume Set (Brawler)(10p)(1D)
IN_240_168	Special Engrave Costume Set (Swordsman)(10p)(1D)
IN_240_169	Special Engrave Costume Set (Archer)(10p)(1D)
IN_240_170	Special Engrave Costume Set (Shaman)(10p)(1D)
IN_240_171	Special Engrave Costume Set (Brawler)(7p)(1D)
IN_240_172	Special Engrave Costume Set (Swordsman)(7p)(1D)
IN_240_173	Special Engrave Costume Set (Archer)(7p)(1D)
IN_240_174	Special Engrave Costume Set (Shaman)(7p)(1D)
IN_240_175	Special Engrave Costume Set (Science)(15p)(1D)
IN_240_176	Special Engrave Research (Top)[C]
IN_240_177	Special Engrave Research (Bottom)[C]
IN_240_178	Special Engrave Research Shoes[C]
IN_240_179	Special Engrave Research Glove[C]
IN_240_180	Special Engrave Costume Set (Science)(10p)(1D)
IN_240_181	Special Engrave Costume Set (Science)(7p)(1D)
IN_240_182	Special Engrave Costume Set (Assassin)(15p)(1D)
IN_240_183	Special Engrave Stigma (Top)[C]
IN_240_184	Special Engrave Stigma (Bottom)[C]
IN_240_185	Special Engrave Stigma Shoes[C]
IN_240_186	Special Engrave Stigma Glove[C]
IN_240_187	Special Engrave Costume Set (Assassin)(10p)(1D)
IN_240_188	Special Engrave Costume Set (Assassin)(7p)(1D)
IN_240_189	Special Earrings(1D)
IN_240_190	Special Engrave Costume Set (Brawler)(5p)(1D)
IN_240_191	Special Engrave Costume Set (Swordsman)(5p)(1D)
IN_240_192	Special Engrave Costume Set (Archer)(5p)(1D)
IN_240_193	Special Engrave Costume Set (Shaman)(5p)(1D)
IN_240_194	Special Engrave Costume Set (Science)(5p)(1D)
IN_240_195	Special Engrave Costume Set (Assassin)(5p)(1D)
IN_240_196	Special Engrave Costume Set (Brawler)(50p)(7D)
IN_240_197	Special Engrave Lodge (Top)[C]
IN_240_198	Special Engrave Lodge (Bottom)[C]
IN_240_199	Special Engrave Linear Shoes[C]
IN_240_200	Special Engrave Glove[C]
IN_240_201	Special Engrave Costume Set (Swordsman)(50p)(7D)
IN_240_202	Special Engrave Inspect (Top)[C]
IN_240_203	Special Engrave Inspect (Bottom)[C]
IN_240_204	Special Engrave Inspect Shoes[C]
IN_240_205	Special Engrave Inspect Glove[C]
IN_240_206	Special Engrave Costume Set (Archer)(50p)(7D)
IN_240_207	Special Engrave Archer (Top)[C]
IN_240_208	Special Engrave Archer (Bottom)[C]
IN_240_209	Special Engrave Archer Shoes[C]
IN_240_210	Special Engrave Archer Glove[C]
IN_240_211	Special Engrave Costume Set (Shaman)(50p)(7D)
IN_240_212	Special Engrave Frock (Top)[C]
IN_240_213	Special Engrave Frock (Bottom)[C]
IN_240_214	Special Engrave Shaman Shoes[C]
IN_240_215	Special Engrave Shaman Glove[C]
IN_240_216	Special Engrave Costume Set (Brawler)(30p)(7D)
IN_240_217	Special Engrave Costume Set (Swordsman)(30p)(7D)
IN_240_218	Special Engrave Costume Set (Archer)(30p)(7D)
IN_240_219	Special Engrave Costume Set (Shaman)(30p)(7D)
IN_240_220	Special Engrave Costume Set (Brawler)(20p)(7D)
IN_240_221	Special Engrave Costume Set (Swordsman)(20p)(7D)
IN_240_222	Special Engrave Costume Set (Archer)(20p)(7D)
IN_240_223	Special Engrave Costume Set (Shaman)(20p)(7D)
IN_240_224	Special Engrave Costume Set (Science)(50p)(7D)
IN_240_225	Special Engrave Research (Top)[C]
IN_240_226	Special Engrave Research (Bottom)[C]
IN_240_227	Special Engrave Research Shoes[C]
IN_240_228	Special Engrave Research Glove[C]
IN_240_229	Special Engrave Costume Set (Science)(30p)(7D)
IN_240_230	Special Engrave Costume Set (Science)(20p)(7D)
IN_240_231	Special Engrave Costume Set (Assassin)(50p)(7D)
IN_240_232	Special Engrave Stigma (Top)[C]
IN_240_233	Special Engrave Stigma (Bottom)[C]
IN_240_234	Special Engrave Stigma Shoes[C]
IN_240_235	Special Engrave Stigma Glove[C]
IN_240_236	Special Engrave Costume Set (Assassin)(30p)(7D)
IN_240_237	Special Engrave Costume Set (Assassin)(20p)(7D)
IN_240_238	Special Earrings(7D)
IN_240_239	Special Engrave Costume Set (Brawler)(15p)(7D)
IN_240_240	Special Engrave Costume Set (Swordsman)(15p)(7D)
IN_240_241	Special Engrave Costume Set (Archer)(15p)(7D)
IN_240_242	Special Engrave Costume Set (Shaman)(15p)(7D)
IN_240_243	Special Engrave Costume Set (Science)(15p)(7D)
IN_240_244	Special Engrave Costume Set (Assassin)(15p)(7D)
IN_240_245	Special Earrings Box(10p)(1D)
IN_240_246	Special Earrings Box(30p)(7D)
IN_240_247	CDM Merits Random Box(Brawler)(1p)
IN_240_248	CDM Merits Random Box(Swordsman)(1p)
IN_240_249	CDM Merits Random Box(Archer)(1p)
IN_240_250	CDM Merits Random Box(Shaman)(1p)
IN_240_251	CDM Merits Random Box(Science)(1p)
IN_240_252	CDM Merits Random Box(Assassin)(1p)
IN_240_253	CDM Merits Enhancher Box(5p)
IN_240_254	CDM Merits Enhancher Box(10p)
IN_240_255	CDM Merits Enhancher Box(15p)
IN_240_256	CDM Merits Enhancher Box(30p)
IN_240_257	Magician Exceptional Osteal Top (Dex+)
IN_240_258	Magician Exceptional Osteal Pants (Dex+)
IN_240_259	Magician Exceptional Osteal Shoes (Dex+)
IN_240_260	Magician Exceptional Osteal Glove (Dex+)
IN_240_261	Magician Exceptional Osteal Top (Dex+)
IN_240_262	Magician Exceptional Osteal Pants (Dex+)
IN_240_263	Magician Exceptional Osteal Shoes (Dex+)
IN_240_264	Magician Exceptional Osteal Glove (Dex+)
IN_240_265	Special Engrave Costume Set (Magician)(15p)(1D)
IN_240_266	Special Engrave Costume Set (Magician)(10p)(1D)
IN_240_267	Special Engrave Costume Set (Magician)(7p)(1D)
IN_240_268	Special Engrave Costume Set (Magician)(5p)(1D)
IN_240_269	Special Engrave Costume Set (Magician)(50p)(7D)
IN_240_270	Special Engrave Costume Set (Magician)(30p)(7D)
IN_240_271	Special Engrave Costume Set (Magician)(20p)(7D)
IN_240_272	Special Engrave Costume Set (Magician)(15p)(7D)
IN_240_273	CDM Merits Random Box(Magician)(1p)
IN_241_000	EP5_Normal_Weapon
IN_241_001	Vambrace of Assailant
IN_241_002	Heavy Vambrace of Assailant
IN_241_003	Vital Vambrace of Assailant
IN_241_004	Vital Vambrace of Assailant
IN_241_005	Azure Sword
IN_241_006	Azure Sword
IN_241_007	Vital Azure Sword
IN_241_008	Vital Azure Sword
IN_241_009	Seven Blade
IN_241_010	General Meck's Bow
IN_241_011	Cannon Bow
IN_241_012	Cannon Bow
IN_241_013	Vital Cannon Bow
IN_241_014	Vital Cannon Bow
IN_241_015	Hermit's Aero Spear
IN_241_016	Hermit's Aero Spear
IN_241_017	Staff of Soul Ravager
IN_241_018	Hermit's Aero Lance
IN_242_000	EP5_Rare_Weapon
IN_242_001	Vambrace of Assailant [Solid]
IN_242_002	Vambrace of Assailant [Fire]
IN_242_003	Vambrace of Assailant [Electric]
IN_242_004	Vambrace of Assailant [Ice]
IN_242_005	Vambrace of Assailant [Poison]
IN_242_006	Vambrace of Assailant [Stone]
IN_242_007	Vambrace of Assailant [Blaze]
IN_242_008	Vambrace of Assailant [Lightning]
IN_242_009	Vambrace of Assailant [Glacier]
IN_242_010	Vambrace of Assailant [Venom]
IN_242_011	Vambrace of Assailant [Flint]
IN_242_012	Heavy Vambrace of Assailant [Solid]
IN_242_013	Heavy Vambrace of Assailant [Fire]
IN_242_014	Heavy Vambrace of Assailant [Electric]
IN_242_015	Heavy Vambrace of Assailant [Ice]
IN_242_016	Heavy Vambrace of Assailant [Poison]
IN_242_017	Heavy Vambrace of Assailant [Stone]
IN_242_018	Heavy Vambrace of Assailant [Blaze]
IN_242_019	Heavy Vambrace of Assailant [Lightning]
IN_242_020	Heavy Vambrace of Assailant [Glacier]
IN_242_021	Heavy Vambrace of Assailant [Venom]
IN_242_022	Heavy Vambrace of Assailant [Flint]
IN_242_023	Vital Vambrace of Assailant [Solid]
IN_242_024	Vital Vambrace of Assailant [Fire]
IN_242_025	Vital Vambrace of Assailant [Electric]
IN_242_026	Vital Vambrace of Assailant [Ice]
IN_242_027	Vital Vambrace of Assailant [Poison]
IN_242_028	Vital Vambrace of Assailant [Stone]
IN_242_029	Vital Vambrace of Assailant [Blaze]
IN_242_030	Vital Vambrace of Assailant [Lightning]
IN_242_031	Vital Vambrace of Assailant [Glacier]
IN_242_032	Vital Vambrace of Assailant [Venom]
IN_242_033	Vital Vambrace of Assailant [Flint]
IN_242_034	Vital Vambrace of Assailant [Solid]
IN_242_035	Vital Vambrace of Assailant [Fire]
IN_242_036	Vital Vambrace of Assailant [Electric]
IN_242_037	Vital Vambrace of Assailant [Ice]
IN_242_038	Vital Vambrace of Assailant [Poison]
IN_242_039	Vital Vambrace of Assailant [Stone]
IN_242_040	Vital Vambrace of Assailant [Blaze]
IN_242_041	Vital Vambrace of Assailant [Lightning]
IN_242_042	Vital Vambrace of Assailant [Glacier]
IN_242_043	Vital Vambrace of Assailant [Venom]
IN_242_044	Vital Vambrace of Assailant [Flint]
IN_242_045	Azure Sword [Solid]
IN_242_046	Azure Sword [Fire]
IN_242_047	Azure Sword [Electric]
IN_242_048	Azure Sword [Ice]
IN_242_049	Azure Sword [Poison]
IN_242_050	Azure Sword [Stone]
IN_242_051	Azure Sword [Blaze]
IN_242_052	Azure Sword [Lightning]
IN_242_053	Azure Sword [Glacier]
IN_242_054	Azure Sword [Venom]
IN_242_055	Azure Sword [Flint]
IN_242_056	Azure Sword [Solid]
IN_242_057	Azure Sword [Fire]
IN_242_058	Azure Sword [Electric]
IN_242_059	Azure Sword [Ice]
IN_242_060	Azure Sword [Poison]
IN_242_061	Azure Sword [Stone]
IN_242_062	Azure Sword [Blaze]
IN_242_063	Azure Sword [Lightning]
IN_242_064	Azure Sword [Glacier]
IN_242_065	Azure Sword [Venom]
IN_242_066	Azure Sword [Flint]
IN_242_067	Vital Azure Sword [Solid]
IN_242_068	Vital Azure Sword [Fire]
IN_242_069	Vital Azure Sword [Electric]
IN_242_070	Vital Azure Sword [Ice]
IN_242_071	Vital Azure Sword [Poison]
IN_242_072	Vital Azure Sword [Stone]
IN_242_073	Vital Azure Sword [Blaze]
IN_242_074	Vital Azure Sword [Lightning]
IN_242_075	Vital Azure Sword [Glacier]
IN_242_076	Vital Azure Sword [Venom]
IN_242_077	Vital Azure Sword [Flint]
IN_242_078	Vital Azure Sword [Solid]
IN_242_079	Vital Azure Sword [Fire]
IN_242_080	Vital Azure Sword [Electric]
IN_242_081	Vital Azure Sword [Ice]
IN_242_082	Vital Azure Sword [Poison]
IN_242_083	Vital Azure Sword [Stone]
IN_242_084	Vital Azure Sword [Blaze]
IN_242_085	Vital Azure Sword [Lightning]
IN_242_086	Vital Azure Sword [Glacier]
IN_242_087	Vital Azure Sword [Venom]
IN_242_088	Vital Azure Sword [Flint]
IN_242_089	Seven Blade [Solid]
IN_242_090	Seven Blade [Fire]
IN_242_091	Seven Blade [Electric]
IN_242_092	Seven Blade [Ice]
IN_242_093	Seven Blade [Poison]
IN_242_094	Seven Blade [Stone]
IN_242_095	Seven Blade [Blaze]
IN_242_096	Seven Blade [Lightning]
IN_242_097	Seven Blade [Glacier]
IN_242_098	Seven Blade [Venom]
IN_242_099	Seven Blade [Flint]
IN_242_100	General Meck's Bow [Solid]
IN_242_101	General Meck's Bow [Fire]
IN_242_102	General Meck's Bow [Electric]
